invoice_id,order_date,customer_id,customer_segment,region,sales_channel,category,product,quantity,unit_price,discount,revenue,profit
INV-14101,2024-11-19,CUST-0200,Consumer,Larnaca,Marketplace,Fitness,Foam Roller,1,19.41,0.0,19.41,7.09
INV-14102,2024-11-19,CUST-0137,Small Business,Limassol,Retail Store,Home & Living,Wall Clock,2,21.84,0.05,41.5,14.82
INV-14103,2024-11-19,CUST-0467,Consumer,Nicosia,Marketplace,Fitness,Yoga Mat,1,20.2,0.05,19.19,7.94
INV-14104,2024-11-19,CUST-0314,Consumer,Limassol,Online,Home & Living,Storage Box,3,14.18,0.05,40.41,15.61
INV-14105,2024-11-19,CUST-0048,Consumer,Larnaca,Retail Store,Electronics,USB-C Hub,1,46.33,0.1,41.7,10.56
INV-14106,2024-11-19,CUST-0446,Consumer,Larnaca,Marketplace,Office Supplies,Desk Organizer,3,12.1,0.1,32.67,10.27
INV-14107,2024-11-19,CUST-0085,Consumer,Limassol,Online,Electronics,Webcam,3,63.45,0.2,152.28,35.29
INV-14108,2024-11-19,CUST-0368,Consumer,Nicosia,Online,Office Supplies,Folders,4,12.51,0.1,45.04,19.17
INV-14109,2024-11-19,CUST-0443,Consumer,Nicosia,Retail Store,Electronics,Webcam,1,42.47,0.0,42.47,13.91
INV-14110,2024-11-20,CUST-0226,Consumer,Paphos,Online,Fitness,Water Bottle,2,22.91,0.0,45.82,10.97
INV-14111,2024-11-20,CUST-0047,Small Business,Larnaca,Online,Home & Living,Wall Clock,1,26.09,0.0,26.09,7.62
INV-14112,2024-11-20,CUST-0091,Consumer,Limassol,Online,Home & Living,Cushion,2,20.79,0.0,41.58,11.79
INV-14113,2024-11-20,CUST-0313,Consumer,Famagusta,Retail Store,Office Supplies,Printer Paper,3,8.19,0.1,22.11,10.11
INV-14114,2024-11-20,CUST-0107,Small Business,Limassol,Online,Electronics,Keyboard,1,36.54,0.0,36.54,11.45
INV-14115,2024-11-20,CUST-0544,Consumer,Limassol,Marketplace,Electronics,Webcam,1,66.78,0.05,63.44,18.93
INV-14116,2024-11-20,CUST-0172,Consumer,Paphos,Online,Fitness,Yoga Mat,1,23.47,0.0,23.47,8.28
INV-14117,2024-11-20,CUST-0063,Small Business,Limassol,Retail Store,Home & Living,Storage Box,2,19.75,0.0,39.5,13.35
INV-14118,2024-11-20,CUST-0520,Consumer,Limassol,Retail Store,Electronics,USB-C Hub,2,59.14,0.05,112.37,22.36
INV-14119,2024-11-20,CUST-0508,Small Business,Larnaca,Online,Fitness,Skipping Rope,4,19.5,0.0,78.0,25.65
INV-14120,2024-11-20,CUST-0491,Consumer,Larnaca,Retail Store,Fitness,Yoga Mat,1,17.38,0.05,16.51,7.54
INV-14121,2024-11-20,CUST-0337,Small Business,Nicosia,Online,Fitness,Skipping Rope,1,20.77,0.1,18.69,5.48
INV-14122,2024-11-20,CUST-0532,Small Business,Nicosia,Retail Store,Fitness,Resistance Bands,1,15.02,0.05,14.27,5.16
INV-14123,2024-11-20,CUST-0525,Enterprise,Limassol,Retail Store,Fitness,Resistance Bands,1,17.1,0.0,17.1,5.54
INV-14124,2024-11-20,CUST-0479,Consumer,Larnaca,Online,Home & Living,Cushion,4,5.81,0.0,23.24,7.21
INV-14125,2024-11-20,CUST-0292,Consumer,Nicosia,Online,Office Supplies,Folders,5,7.84,0.05,37.24,13.69
INV-14126,2024-11-20,CUST-0259,Small Business,Paphos,Online,Fitness,Water Bottle,1,19.34,0.15,16.44,5.07
INV-14127,2024-11-20,CUST-0175,Consumer,Paphos,Online,Office Supplies,Notebook,3,10.9,0.1,29.43,9.35
INV-14128,2024-11-21,CUST-0364,Small Business,Nicosia,Online,Office Supplies,Desk Organizer,3,3.21,0.2,7.7,2.89
INV-14129,2024-11-21,CUST-0350,Consumer,Nicosia,Marketplace,Office Supplies,Printer Paper,1,6.93,0.05,6.58,2.48
INV-14130,2024-11-21,CUST-0056,Enterprise,Famagusta,Retail Store,Fitness,Resistance Bands,2,23.39,0.0,46.78,17.26
INV-14131,2024-11-21,CUST-0462,Small Business,Famagusta,Online,Home & Living,Cushion,2,14.44,0.05,27.44,9.43
INV-14132,2024-11-21,CUST-0074,Small Business,Nicosia,Retail Store,Office Supplies,Printer Paper,1,3.46,0.0,3.46,1.66
INV-14133,2024-11-21,CUST-0216,Consumer,Famagusta,Retail Store,Electronics,Keyboard,1,6.75,0.0,6.75,1.51
INV-14134,2024-11-21,CUST-0398,Consumer,Paphos,Marketplace,Electronics,Wireless Mouse,3,52.47,0.0,157.41,44.1
INV-14135,2024-11-21,CUST-0504,Consumer,Nicosia,Online,Fitness,Resistance Bands,1,13.23,0.05,12.57,4.19
INV-14136,2024-11-21,CUST-0514,Small Business,Nicosia,Online,Office Supplies,Folders,3,9.05,0.0,27.15,9.58
INV-14137,2024-11-21,CUST-0342,Consumer,Limassol,Retail Store,Office Supplies,Pen Set,3,7.17,0.1,19.36,6.55
INV-14138,2024-11-21,CUST-0403,Enterprise,Nicosia,Retail Store,Office Supplies,Pen Set,2,12.43,0.0,24.86,9.32
INV-14139,2024-11-21,CUST-0122,Consumer,Nicosia,Retail Store,Office Supplies,Pen Set,1,7.87,0.0,7.87,3.09
INV-14140,2024-11-21,CUST-0132,Consumer,Larnaca,Online,Electronics,USB-C Hub,1,32.74,0.0,32.74,8.33
INV-14141,2024-11-21,CUST-0035,Consumer,Nicosia,Retail Store,Electronics,Wireless Mouse,1,41.07,0.05,39.02,12.63
INV-14142,2024-11-21,CUST-0043,Enterprise,Limassol,Retail Store,Home & Living,Wall Clock,2,14.62,0.15,24.85,9.35
INV-14143,2024-11-21,CUST-0429,Consumer,Limassol,Retail Store,Office Supplies,Notebook,5,10.03,0.2,40.12,13.95
INV-14144,2024-11-21,CUST-0114,Small Business,Limassol,Retail Store,Office Supplies,Desk Organizer,2,15.05,0.1,27.09,10.35
INV-14145,2024-11-22,CUST-0152,Consumer,Nicosia,Retail Store,Office Supplies,Folders,3,6.97,0.0,20.91,5.93
INV-14146,2024-11-22,CUST-0415,Consumer,Paphos,Online,Home & Living,Desk Lamp,1,19.18,0.0,19.18,3.65
INV-14147,2024-11-22,CUST-0028,Consumer,Paphos,Retail Store,Office Supplies,Pen Set,2,13.94,0.0,27.88,10.37
INV-14148,2024-11-22,CUST-0263,Consumer,Limassol,Online,Office Supplies,Printer Paper,2,8.11,0.0,16.22,6.95
INV-14149,2024-11-22,CUST-0218,Enterprise,Larnaca,Online,Office Supplies,Desk Organizer,5,8.99,0.1,40.46,15.59
INV-14150,2024-11-22,CUST-0320,Consumer,Limassol,Retail Store,Electronics,Monitor Stand,3,42.1,0.15,107.36,30.67
INV-14151,2024-11-22,CUST-0064,Consumer,Limassol,Marketplace,Office Supplies,Pen Set,1,6.52,0.0,6.52,2.49
INV-14152,2024-11-22,CUST-0251,Small Business,Nicosia,Online,Home & Living,Desk Lamp,2,25.65,0.0,51.3,15.86
INV-14153,2024-11-22,CUST-0018,Enterprise,Famagusta,Online,Electronics,Keyboard,3,33.46,0.0,100.38,27.01
INV-14154,2024-11-22,CUST-0024,Enterprise,Nicosia,Online,Home & Living,Storage Box,2,27.35,0.0,54.7,21.17
INV-14155,2024-11-22,CUST-0025,Small Business,Nicosia,Retail Store,Electronics,Webcam,3,32.44,0.15,82.72,21.61
INV-14156,2024-11-22,CUST-0214,Consumer,Larnaca,Online,Office Supplies,Desk Organizer,3,9.87,0.0,29.61,11.56
INV-14157,2024-11-22,CUST-0118,Consumer,Limassol,Retail Store,Home & Living,Plant Pot,4,30.2,0.0,120.8,31.2
INV-14158,2024-11-22,CUST-0237,Small Business,Larnaca,Retail Store,Home & Living,Cushion,3,3.33,0.05,9.49,3.65
INV-14159,2024-11-22,CUST-0151,Small Business,Larnaca,Online,Home & Living,Desk Lamp,1,4.34,0.0,4.34,1.41
INV-14160,2024-11-22,CUST-0428,Consumer,Nicosia,Online,Fitness,Resistance Bands,2,12.88,0.0,25.76,9.43
INV-14161,2024-11-22,CUST-0475,Consumer,Nicosia,Online,Office Supplies,Folders,1,12.43,0.0,12.43,4.79
INV-14162,2024-11-22,CUST-0332,Consumer,Larnaca,Online,Office Supplies,Printer Paper,5,16.64,0.05,79.04,36.8
INV-14163,2024-11-22,CUST-0064,Enterprise,Paphos,Marketplace,Electronics,Monitor Stand,1,42.07,0.0,42.07,12.16
INV-14164,2024-11-22,CUST-0082,Consumer,Paphos,Retail Store,Office Supplies,Folders,2,10.3,0.2,16.48,7.13
INV-14165,2024-11-23,CUST-0430,Consumer,Limassol,Marketplace,Office Supplies,Folders,3,2.5,0.0,7.5,3.35
INV-14166,2024-11-23,CUST-0427,Consumer,Larnaca,Online,Electronics,Keyboard,2,17.27,0.1,31.09,11.55
INV-14167,2024-11-23,CUST-0264,Consumer,Paphos,Marketplace,Home & Living,Plant Pot,1,31.69,0.15,26.94,8.61
INV-14168,2024-11-23,CUST-0257,Consumer,Limassol,Online,Fitness,Resistance Bands,1,20.57,0.0,20.57,6.87
INV-14169,2024-11-23,CUST-0280,Small Business,Nicosia,Online,Electronics,Webcam,2,43.23,0.0,86.46,29.13
INV-14170,2024-11-23,CUST-0146,Consumer,Larnaca,Online,Electronics,Monitor Stand,3,45.25,0.15,115.39,32.16
INV-14171,2024-11-23,CUST-0159,Consumer,Limassol,Marketplace,Electronics,Webcam,1,54.1,0.0,54.1,20.92
INV-14172,2024-11-23,CUST-0411,Consumer,Nicosia,Retail Store,Office Supplies,Folders,6,5.58,0.1,30.13,13.58
INV-14173,2024-11-23,CUST-0201,Consumer,Nicosia,Online,Office Supplies,Printer Paper,3,5.87,0.15,14.97,5.83
INV-14174,2024-11-23,CUST-0408,Consumer,Famagusta,Online,Office Supplies,Folders,6,11.98,0.05,68.29,27.49
INV-14175,2024-11-23,CUST-0388,Consumer,Nicosia,Marketplace,Office Supplies,Pen Set,1,6.36,0.0,6.36,2.27
INV-14176,2024-11-23,CUST-0537,Consumer,Paphos,Retail Store,Electronics,Webcam,1,55.63,0.0,55.63,19.45
INV-14177,2024-11-23,CUST-0370,Consumer,Larnaca,Marketplace,Office Supplies,Pen Set,5,10.55,0.0,52.75,19.73
INV-14178,2024-11-23,CUST-0088,Consumer,Nicosia,Online,Electronics,USB-C Hub,1,54.53,0.2,43.62,11.7
INV-14179,2024-11-23,CUST-0122,Consumer,Limassol,Retail Store,Electronics,USB-C Hub,1,67.55,0.0,67.55,16.6
INV-14180,2024-11-23,CUST-0041,Consumer,Limassol,Marketplace,Home & Living,Plant Pot,3,33.75,0.0,101.25,22.56
INV-14181,2024-11-23,CUST-0231,Consumer,Limassol,Online,Home & Living,Desk Lamp,1,17.67,0.0,17.67,7.34
INV-14182,2024-11-23,CUST-0156,Consumer,Larnaca,Retail Store,Electronics,USB-C Hub,1,51.71,0.05,49.12,17.79
INV-14183,2024-11-23,CUST-0036,Consumer,Larnaca,Online,Office Supplies,Notebook,4,7.63,0.15,25.94,10.65
INV-14184,2024-11-23,CUST-0509,Small Business,Nicosia,Retail Store,Electronics,Wireless Mouse,2,58.3,0.05,110.77,31.24
INV-14185,2024-11-23,CUST-0296,Consumer,Nicosia,Online,Electronics,Keyboard,1,37.5,0.05,35.62,8.21
INV-14186,2024-11-23,CUST-0013,Consumer,Larnaca,Retail Store,Office Supplies,Pen Set,2,9.51,0.2,15.22,4.86
INV-14187,2024-11-23,CUST-0276,Consumer,Limassol,Retail Store,Office Supplies,Printer Paper,2,3.33,0.05,6.33,2.17
INV-14188,2024-11-23,CUST-0463,Consumer,Larnaca,Marketplace,Home & Living,Wall Clock,4,12.44,0.1,44.78,15.65
INV-14189,2024-11-23,CUST-0265,Consumer,Limassol,Online,Office Supplies,Pen Set,3,11.28,0.05,32.15,10.95
INV-14190,2024-11-24,CUST-0217,Consumer,Nicosia,Online,Office Supplies,Desk Organizer,3,9.88,0.0,29.64,9.04
INV-14191,2024-11-24,CUST-0470,Consumer,Nicosia,Marketplace,Office Supplies,Desk Organizer,6,6.9,0.15,35.19,13.34
INV-14192,2024-11-24,CUST-0405,Small Business,Paphos,Retail Store,Fitness,Resistance Bands,1,26.38,0.1,23.74,9.41
INV-14193,2024-11-24,CUST-0386,Small Business,Limassol,Retail Store,Home & Living,Cushion,2,20.41,0.1,36.74,9.31
INV-14194,2024-11-24,CUST-0469,Consumer,Nicosia,Retail Store,Office Supplies,Folders,1,5.24,0.0,5.24,1.67
INV-14195,2024-11-24,CUST-0522,Consumer,Limassol,Retail Store,Home & Living,Wall Clock,3,21.62,0.0,64.86,21.88
INV-14196,2024-11-24,CUST-0346,Enterprise,Nicosia,Online,Office Supplies,Folders,3,7.92,0.05,22.57,9.86
INV-14197,2024-11-24,CUST-0028,Consumer,Larnaca,Online,Office Supplies,Notebook,1,10.76,0.05,10.22,3.21
INV-14198,2024-11-24,CUST-0325,Small Business,Nicosia,Online,Electronics,Monitor Stand,2,73.87,0.0,147.74,44.25
INV-14199,2024-11-24,CUST-0059,Consumer,Nicosia,Marketplace,Electronics,Webcam,1,25.79,0.15,21.92,7.01
INV-14200,2024-11-24,CUST-0524,Consumer,Famagusta,Online,Electronics,Wireless Mouse,2,84.38,0.05,160.32,61.07
INV-14201,2024-11-24,CUST-0366,Consumer,Larnaca,Marketplace,Home & Living,Wall Clock,4,20.95,0.1,75.42,29.84
INV-14202,2024-11-24,CUST-0204,Consumer,Larnaca,Online,Electronics,Webcam,1,38.52,0.05,36.59,12.22
INV-14203,2024-11-24,CUST-0152,Small Business,Nicosia,Retail Store,Home & Living,Cushion,3,32.47,0.05,92.54,36.27
INV-14204,2024-11-24,CUST-0138,Consumer,Limassol,Marketplace,Electronics,Keyboard,1,46.45,0.0,46.45,13.49
INV-14205,2024-11-24,CUST-0496,Consumer,Limassol,Online,Fitness,Water Bottle,3,21.74,0.15,55.44,19.59
INV-14206,2024-11-24,CUST-0289,Consumer,Larnaca,Online,Electronics,Wireless Mouse,2,47.8,0.0,95.6,28.68
INV-14207,2024-11-25,CUST-0006,Consumer,Larnaca,Online,Home & Living,Cushion,1,28.06,0.0,28.06,9.8
INV-14208,2024-11-25,CUST-0259,Consumer,Famagusta,Retail Store,Electronics,Monitor Stand,3,35.13,0.1,94.85,24.73
INV-14209,2024-11-25,CUST-0512,Consumer,Nicosia,Online,Fitness,Resistance Bands,4,19.91,0.0,79.64,37.69
INV-14210,2024-11-25,CUST-0186,Small Business,Limassol,Online,Office Supplies,Desk Organizer,6,11.7,0.0,70.2,24.54
INV-14211,2024-11-25,CUST-0466,Consumer,Larnaca,Retail Store,Fitness,Foam Roller,1,8.42,0.05,8.0,2.47
INV-14212,2024-11-25,CUST-0526,Consumer,Famagusta,Online,Electronics,Monitor Stand,1,70.48,0.0,70.48,23.17
INV-14213,2024-11-25,CUST-0140,Consumer,Famagusta,Online,Electronics,USB-C Hub,1,47.7,0.1,42.93,12.77
INV-14214,2024-11-25,CUST-0337,Consumer,Limassol,Marketplace,Electronics,Keyboard,1,29.3,0.2,23.44,8.24
INV-14215,2024-11-25,CUST-0214,Enterprise,Limassol,Marketplace,Electronics,Monitor Stand,1,33.15,0.0,33.15,12.25
INV-14216,2024-11-25,CUST-0541,Small Business,Larnaca,Online,Fitness,Skipping Rope,1,13.65,0.0,13.65,4.69
INV-14217,2024-11-25,CUST-0417,Consumer,Nicosia,Retail Store,Office Supplies,Folders,4,7.94,0.0,31.76,13.18
INV-14218,2024-11-25,CUST-0136,Consumer,Limassol,Marketplace,Fitness,Water Bottle,3,14.87,0.1,40.15,15.37
INV-14219,2024-11-25,CUST-0429,Consumer,Famagusta,Marketplace,Office Supplies,Notebook,2,6.01,0.0,12.02,4.41
INV-14220,2024-11-25,CUST-0036,Consumer,Paphos,Marketplace,Office Supplies,Notebook,2,10.61,0.0,21.22,9.38
INV-14221,2024-11-25,CUST-0181,Small Business,Nicosia,Online,Office Supplies,Desk Organizer,1,9.68,0.1,8.71,2.97
INV-14222,2024-11-25,CUST-0292,Consumer,Nicosia,Online,Fitness,Foam Roller,1,19.12,0.0,19.12,6.33
INV-14223,2024-11-25,CUST-0108,Small Business,Limassol,Marketplace,Fitness,Water Bottle,2,22.01,0.0,44.02,12.56
INV-14224,2024-11-25,CUST-0500,Small Business,Larnaca,Retail Store,Office Supplies,Folders,2,8.13,0.05,15.45,6.64
INV-14225,2024-11-25,CUST-0356,Small Business,Limassol,Online,Home & Living,Plant Pot,1,26.07,0.05,24.77,8.49
INV-14226,2024-11-25,CUST-0304,Consumer,Limassol,Online,Electronics,Webcam,2,69.74,0.0,139.48,40.83
INV-14227,2024-11-25,CUST-0347,Consumer,Larnaca,Retail Store,Fitness,Resistance Bands,1,22.47,0.0,22.47,8.68
INV-14228,2024-11-25,CUST-0324,Consumer,Larnaca,Online,Fitness,Skipping Rope,2,19.24,0.1,34.63,12.3
INV-14229,2024-11-25,CUST-0318,Consumer,Larnaca,Retail Store,Home & Living,Plant Pot,1,8.09,0.0,8.09,2.4
INV-14230,2024-11-25,CUST-0460,Enterprise,Famagusta,Marketplace,Electronics,Keyboard,1,80.86,0.15,68.73,20.19
INV-14231,2024-11-25,CUST-0172,Small Business,Nicosia,Retail Store,Office Supplies,Notebook,5,8.69,0.1,39.1,12.13
INV-14232,2024-11-25,CUST-0215,Small Business,Nicosia,Retail Store,Electronics,Monitor Stand,1,28.65,0.1,25.78,8.27
INV-14233,2024-11-26,CUST-0301,Consumer,Paphos,Marketplace,Fitness,Resistance Bands,1,21.38,0.0,21.38,8.53
INV-14234,2024-11-26,CUST-0347,Enterprise,Limassol,Online,Electronics,Monitor Stand,1,48.39,0.0,48.39,17.32
INV-14235,2024-11-26,CUST-0154,Small Business,Larnaca,Marketplace,Office Supplies,Printer Paper,4,6.67,0.0,26.68,10.29
INV-14236,2024-11-26,CUST-0082,Consumer,Limassol,Online,Fitness,Foam Roller,2,11.27,0.15,19.16,7.01
INV-14237,2024-11-26,CUST-0356,Consumer,Larnaca,Online,Office Supplies,Pen Set,6,9.99,0.1,53.95,25.03
INV-14238,2024-11-26,CUST-0198,Consumer,Limassol,Online,Home & Living,Wall Clock,1,24.82,0.15,21.1,5.9
INV-14239,2024-11-26,CUST-0261,Consumer,Limassol,Retail Store,Office Supplies,Printer Paper,1,6.6,0.0,6.6,2.43
INV-14240,2024-11-26,CUST-0129,Consumer,Larnaca,Retail Store,Office Supplies,Desk Organizer,5,10.36,0.1,46.62,13.04
INV-14241,2024-11-26,CUST-0459,Enterprise,Nicosia,Online,Office Supplies,Pen Set,2,14.49,0.15,24.63,9.8
INV-14242,2024-11-26,CUST-0157,Small Business,Paphos,Online,Office Supplies,Pen Set,3,10.98,0.0,32.94,14.79
INV-14243,2024-11-26,CUST-0229,Small Business,Limassol,Retail Store,Office Supplies,Printer Paper,3,7.17,0.2,17.21,5.72
INV-14244,2024-11-26,CUST-0489,Consumer,Larnaca,Online,Home & Living,Plant Pot,1,28.63,0.2,22.9,7.58
INV-14245,2024-11-26,CUST-0293,Consumer,Limassol,Retail Store,Electronics,Wireless Mouse,1,46.97,0.0,46.97,12.52
INV-14246,2024-11-26,CUST-0352,Enterprise,Limassol,Marketplace,Home & Living,Storage Box,2,31.88,0.0,63.76,17.56
INV-14247,2024-11-26,CUST-0442,Consumer,Limassol,Marketplace,Office Supplies,Desk Organizer,1,7.77,0.05,7.38,1.94
INV-14248,2024-11-26,CUST-0167,Consumer,Larnaca,Retail Store,Office Supplies,Pen Set,5,11.9,0.0,59.5,20.46
INV-14249,2024-11-26,CUST-0011,Consumer,Limassol,Marketplace,Home & Living,Wall Clock,4,20.09,0.05,76.34,32.66
INV-14250,2024-11-27,CUST-0286,Enterprise,Nicosia,Retail Store,Electronics,Keyboard,1,37.38,0.15,31.77,11.52
INV-14251,2024-11-27,CUST-0331,Consumer,Limassol,Online,Electronics,Wireless Mouse,1,58.06,0.0,58.06,16.63
INV-14252,2024-11-27,CUST-0030,Consumer,Nicosia,Marketplace,Office Supplies,Notebook,2,7.03,0.1,12.65,5.25
INV-14253,2024-11-27,CUST-0230,Consumer,Limassol,Marketplace,Office Supplies,Folders,2,8.34,0.0,16.68,7.55
INV-14254,2024-11-27,CUST-0078,Consumer,Nicosia,Marketplace,Electronics,Webcam,3,38.84,0.0,116.52,33.35
INV-14255,2024-11-27,CUST-0203,Consumer,Limassol,Online,Home & Living,Desk Lamp,4,25.32,0.0,101.28,45.04
INV-14256,2024-11-27,CUST-0472,Consumer,Larnaca,Online,Electronics,Keyboard,2,58.05,0.0,116.1,28.46
INV-14257,2024-11-27,CUST-0474,Consumer,Limassol,Online,Office Supplies,Printer Paper,4,11.58,0.1,41.69,17.62
INV-14258,2024-11-27,CUST-0380,Consumer,Limassol,Retail Store,Electronics,USB-C Hub,1,28.46,0.2,22.77,8.03
INV-14259,2024-11-27,CUST-0397,Small Business,Nicosia,Retail Store,Office Supplies,Desk Organizer,2,7.02,0.0,14.04,4.97
INV-14260,2024-11-27,CUST-0294,Consumer,Limassol,Online,Home & Living,Desk Lamp,2,32.19,0.15,54.72,17.55
INV-14261,2024-11-27,CUST-0376,Consumer,Limassol,Online,Electronics,Webcam,3,25.41,0.0,76.23,24.3
INV-14262,2024-11-27,CUST-0513,Consumer,Paphos,Retail Store,Fitness,Foam Roller,2,13.15,0.0,26.3,9.78
INV-14263,2024-11-27,CUST-0190,Consumer,Larnaca,Online,Home & Living,Plant Pot,3,15.77,0.0,47.31,15.0
INV-14264,2024-11-27,CUST-0062,Consumer,Limassol,Retail Store,Home & Living,Wall Clock,3,20.05,0.1,54.14,18.82
INV-14265,2024-11-27,CUST-0269,Consumer,Limassol,Online,Office Supplies,Pen Set,6,14.89,0.0,89.34,30.86
INV-14266,2024-11-27,CUST-0372,Consumer,Nicosia,Marketplace,Office Supplies,Folders,1,8.87,0.1,7.98,2.66
INV-14267,2024-11-27,CUST-0293,Consumer,Paphos,Retail Store,Office Supplies,Notebook,5,3.97,0.0,19.85,7.54
INV-14268,2024-11-27,CUST-0023,Consumer,Nicosia,Retail Store,Home & Living,Cushion,3,33.65,0.05,95.9,26.55
INV-14269,2024-11-28,CUST-0169,Consumer,Paphos,Marketplace,Office Supplies,Notebook,1,7.61,0.0,7.61,2.4
INV-14270,2024-11-28,CUST-0490,Consumer,Limassol,Retail Store,Electronics,Webcam,1,45.93,0.05,43.63,12.97
INV-14271,2024-11-28,CUST-0333,Small Business,Paphos,Retail Store,Office Supplies,Pen Set,1,5.29,0.0,5.29,2.52
INV-14272,2024-11-28,CUST-0117,Enterprise,Paphos,Online,Office Supplies,Folders,4,10.78,0.0,43.12,12.64
INV-14273,2024-11-28,CUST-0071,Consumer,Nicosia,Retail Store,Office Supplies,Pen Set,1,13.17,0.0,13.17,4.89
INV-14274,2024-11-28,CUST-0426,Consumer,Limassol,Online,Home & Living,Cushion,1,34.87,0.0,34.87,12.41
INV-14275,2024-11-28,CUST-0027,Consumer,Paphos,Online,Electronics,USB-C Hub,2,59.69,0.1,107.44,40.79
INV-14276,2024-11-28,CUST-0297,Consumer,Limassol,Marketplace,Home & Living,Storage Box,1,33.45,0.05,31.78,11.51
INV-14277,2024-11-28,CUST-0541,Consumer,Nicosia,Retail Store,Office Supplies,Notebook,3,9.09,0.1,24.54,9.79
INV-14278,2024-11-28,CUST-0111,Consumer,Nicosia,Online,Electronics,Monitor Stand,1,14.0,0.05,13.3,3.12
INV-14279,2024-11-28,CUST-0329,Consumer,Limassol,Online,Fitness,Yoga Mat,1,23.84,0.0,23.84,8.29
INV-14280,2024-11-28,CUST-0442,Consumer,Nicosia,Marketplace,Electronics,Keyboard,2,61.01,0.15,103.72,31.93
INV-14281,2024-11-29,CUST-0071,Enterprise,Nicosia,Online,Home & Living,Plant Pot,3,21.78,0.15,55.54,25.43
INV-14282,2024-11-29,CUST-0118,Consumer,Larnaca,Marketplace,Office Supplies,Pen Set,6,5.41,0.15,27.59,7.13
INV-14283,2024-11-29,CUST-0115,Small Business,Nicosia,Online,Home & Living,Plant Pot,2,15.82,0.0,31.64,13.44
INV-14284,2024-11-29,CUST-0270,Consumer,Nicosia,Marketplace,Office Supplies,Pen Set,1,11.17,0.05,10.61,3.32
INV-14285,2024-11-29,CUST-0401,Consumer,Nicosia,Marketplace,Electronics,Monitor Stand,2,56.23,0.0,112.46,33.47
INV-14286,2024-11-29,CUST-0471,Consumer,Limassol,Retail Store,Home & Living,Plant Pot,1,28.38,0.0,28.38,9.42
INV-14287,2024-11-29,CUST-0201,Consumer,Larnaca,Online,Office Supplies,Printer Paper,3,12.37,0.05,35.25,9.28
INV-14288,2024-11-29,CUST-0057,Enterprise,Larnaca,Online,Fitness,Skipping Rope,4,26.3,0.0,105.2,44.26
INV-14289,2024-11-29,CUST-0389,Enterprise,Famagusta,Marketplace,Fitness,Foam Roller,2,21.78,0.1,39.2,12.69
INV-14290,2024-11-29,CUST-0288,Consumer,Limassol,Retail Store,Office Supplies,Printer Paper,2,6.24,0.0,12.48,5.27
INV-14291,2024-11-29,CUST-0141,Small Business,Limassol,Retail Store,Electronics,Monitor Stand,1,25.77,0.2,20.62,5.25
INV-14292,2024-11-29,CUST-0326,Small Business,Nicosia,Retail Store,Office Supplies,Printer Paper,2,13.72,0.05,26.07,10.82
INV-14293,2024-11-29,CUST-0050,Consumer,Limassol,Marketplace,Office Supplies,Notebook,1,9.15,0.05,8.69,3.77
INV-14294,2024-11-29,CUST-0416,Consumer,Nicosia,Online,Office Supplies,Pen Set,6,6.93,0.0,41.58,20.44
INV-14295,2024-11-29,CUST-0539,Consumer,Nicosia,Marketplace,Electronics,Monitor Stand,1,25.68,0.05,24.4,5.14
INV-14296,2024-11-29,CUST-0505,Small Business,Nicosia,Online,Home & Living,Storage Box,2,6.04,0.0,12.08,4.4
INV-14297,2024-11-29,CUST-0383,Consumer,Paphos,Marketplace,Electronics,USB-C Hub,1,31.01,0.05,29.46,7.44
INV-14298,2024-11-29,CUST-0118,Consumer,Limassol,Marketplace,Office Supplies,Desk Organizer,1,11.91,0.15,10.12,3.57
INV-14299,2024-11-29,CUST-0170,Consumer,Famagusta,Marketplace,Fitness,Yoga Mat,2,21.7,0.1,39.06,15.37
INV-14300,2024-11-29,CUST-0501,Consumer,Limassol,Marketplace,Office Supplies,Printer Paper,3,7.5,0.0,22.5,7.64
INV-14301,2024-11-29,CUST-0265,Consumer,Nicosia,Online,Fitness,Resistance Bands,1,25.3,0.1,22.77,8.49
INV-14302,2024-11-29,CUST-0281,Consumer,Limassol,Online,Electronics,Monitor Stand,1,34.02,0.05,32.32,10.14
INV-14303,2024-11-30,CUST-0134,Small Business,Nicosia,Online,Home & Living,Wall Clock,1,22.93,0.0,22.93,6.61
INV-14304,2024-11-30,CUST-0493,Consumer,Limassol,Marketplace,Office Supplies,Printer Paper,1,14.78,0.0,14.78,5.63
INV-14305,2024-11-30,CUST-0276,Consumer,Limassol,Online,Office Supplies,Desk Organizer,6,8.8,0.0,52.8,21.93
INV-14306,2024-11-30,CUST-0220,Consumer,Nicosia,Online,Office Supplies,Printer Paper,6,8.71,0.1,47.03,15.57
INV-14307,2024-11-30,CUST-0396,Consumer,Limassol,Online,Fitness,Yoga Mat,3,20.16,0.15,51.41,21.9
INV-14308,2024-11-30,CUST-0023,Consumer,Nicosia,Retail Store,Fitness,Foam Roller,1,24.68,0.1,22.21,7.13
INV-14309,2024-11-30,CUST-0408,Consumer,Limassol,Online,Office Supplies,Desk Organizer,5,6.03,0.05,28.64,11.98
INV-14310,2024-11-30,CUST-0238,Enterprise,Larnaca,Marketplace,Office Supplies,Folders,2,12.43,0.05,23.62,9.12
INV-14311,2024-11-30,CUST-0280,Small Business,Paphos,Online,Office Supplies,Desk Organizer,1,10.34,0.05,9.82,4.48
